Name,Short_Name,Price
kalla mittai ps Rs.30,Rs.30 ps கள்ளமிட்டாய்,30.0
cinthol cool set 100g * 3 Rs.142,100g * 3 சிந்தால் நிலம்  set ,142.0
dove soap blue Rs.65,Rs.65 dove soap blue,65.0
Fair & lovely 25g Rs.65,25g  Fair & lovely ,65.0
eclairs lotte Rs.100,Rs.100 Lotte சாக்லேட் pkt,100.0
ponds dream 200g  +,Rs.225 பாண்ட்ஸ் ட்ரிம் 200g,225.0
ponds dream 400g Rs.370 with free,400g Ponds Dream பவுடர்,370.0
ponds magic 400g Rs.399 with free,400g Ponds Magic (with free),399.0
rasna pkt (25p),(25p) ரஸ்னா pkt,120.0
chikkan masala sakthi 50g,50g சிக்கன் மசலா சக்தி,28.0
karam மசாலா sakthi 50g,50g கரம் மசாலா சக்தி,38.0
malli thool sakthi 5og,50g மல்லித்தூள்,18.0
biriyani masala sakthi 50g,50g சக்தி பிரியாணி மசாலா,35.0
sambar podi sakthi 100g ,100g சக்தி சாம்பார் பொடி,56.0
chikkan masala sakthi 100g,100g சக்தி சிக்கன் மசலா,55.0
3roses 500g Rs.350,3roses 500g Rs.350,350.0
bru 50g Rs.125 PKT,bru 50g Rs.125 Pkt,125.0
nei GVK 1L,1L GVK நெய்,970.0
Tang Rasna 75g Rs.30,75g Tang ஆரஞ்சு,30.0
Tang Rasna 500g Rs.165,"500g Tang லெமன்,ஆரஞ்சு",165.0
gokul santol soap 75g*3 Rs.120,75g*3N கோகுல் சாண்டல் சோப்பு,120.0
gokul santol soap Rose Rs.42 75g,75g கோகுல் சாண்டல் சோப்பு,42.0
moove cream 5g Rs.15,5g மூவ் கிரிம் (16p),15.0
him baby gentle soap 125g Rs.90,125g ஹிமாலயா பேபி பாதாம் சோப் ,90.0
him baby Refreshing soap 125g Rs.90,125g ஹிமாலயா Refreshing பேபி  சோப் ,90.0
him baby moisturizing 125g Rs.95,125g ஹிமாலயா Moisturizing பேபி,105.0
him baby (p) 50g,50g ஹிமாலயா பேபி பவுடர்,55.0
Him prickly heat powder 100g,100g ஹிமாலயா prickly heat powder,115.0
jelly stick Rs.1 jar,Rs.1 Jelly Stick pkt,50.0
rasna Rs.1 pkt,Rs.1 Rasna Pkt,24.0
rasna box Rs.6 (40p),Rs.6 ரஸ்னா  (40p) box,200.0
lollipop bottle Rs.1 pkt,Rs.1 bottle லாலிபாப் pkt,80.0
cone jar Rs.1,Rs.1 Cone Jar,75.0
price attai Rs.5,Rs.5 குளுக்கல்  அட்டை  ,200.0
bottle candy Rs.1 jar,Rs.1 Bottle Candy Jar,96.0
bottle candy Rs.2 jar,Rs.2 Bottle Candy Jar,200.0
multhani matti powder 50g,50g முல்தானிமட்டி,25.0
lizol citrus 200ml Rs.45,200ml லைசால்  citrus,48.0
lizol floral 200ml Rs.45,200ml லைசால் floral,48.0
santoor sandal Rs.10,Rs.10 சந்தூர் சோப்பு,10.0
harpic red 500ml Rs.110,500ml ஹார்பிக் சிகப்பு,110.0
jelly stick Rs.1 pkt,Rs.1 Jelly Stick pkt,50.0
colgate salt 100g Rs.145,100g கோல்கேட்சால்ட்,145.0
colgate strong 200g Rs.135,200g கோல்கேட் ஸ்ட்ராங் ,135.0
nei Skc 50ml,50ml Skc நெய் pkts,46.0
nei SKC 100ml,100ml SKC நெய்,94.0
hamam soap 100g*4p,100g*4p ஹமாம் சோப்,164.0
xll powder easywash 500g Rs.89,500g சர்ப் எக்சல் EW பவுடர் Rs. 89,89.0
colgate salt 200g Rs.145,200g கோல்கேட்சால்ட்,145.0
kannan (mango pickle) Rs.5 saram,க.மா.ஊறுகாய் ரூ.5 சரம்,55.0
kannan (lime pickle) Rs.5 saram,க.லெமன் ஊறுகாய் ரூ.5 சரம்,55.0
kannan (garlic pickle) Rs.5 saram,க.பூ.ஊறுகாய் Rs.5 சரம்,55.0
kannan (vathal kulambu paste) Rs.5 saram,க.வத்தல் குழம்பு பேஸ்ட்  Rs.5 சரம்,55.0
nei Skc 50ml jar,50ml Skc நெய் jar,51.0
milk maid tin Rs.147,440g மில்க்மெய்டு டின்  Rs.147,149.0
amurthanjan Rollon Rs.65,amurthanjan Rollon Rs.65,65.0
lion dates Qyno cup 500g Rs.149,lion dates Qyno cup 500g Rs.149,149.0
lion dates Qyno cup 250g Rs.75,lion dates Qyno cup 250g Rs.75,75.0
vicks jar Rs.125,Rs.125 விக்ஸ் jar,125.0
vicks vaporub 25g Rs.109,25g விக்ஸ் வேபோரப் Rs.109,109.0
whisper ultra XL+ green Rs.90 (7P),Rs.90 விஸ்பர் அல்ட்ரா  XL+ green (7P),90.0
arial (T&L) 1L Rs.165 pkt,1L ஏரியல் (T&L) pkt Rs.165,165.0
arial (F&L) 1L Rs.190 pkt,1L ஏரியல் (F&L) pkt Rs.190,190.0
arial complete+ 700g Rs.160,700g ஏரியல் complete + (free),160.0
dp pampers Rs.399 (XXL) 14ps,Rs.399 பேம்பர்ஸ் (XXL) 14ps,399.0
vinegar tastyrite 600ml,600ml வினிகர் ,45.0
jelly cup Rs.1 pkt,Rs.1 Jelly cup pkt,38.0
bigo stick wafer sticks Rs.90 ,bigo stick wafer sticks Rs.90 ,90.0
maaza 200ml Rs.20,200ml Maaza,20.0
semiya true cutting 900g Rs.80,900g TRUE  கிச்சடிசேமியா,80.0
indulekha shampoo 340ml Rs.486,340ml இந்துலேகா ஷாம்பு,486.0
indulekha shampoo 200ml Rs.243,200ml இந்துலேகா ஷாம்பு,243.0
close up paste 150g Rs.125,close up paste 150g Rs.125,125.0
cd paper boat 250ml Rs.20,250ml Paper Boat,20.0
cd paper boat 125ml Rs.10,125ml Paper Boat,10.0
cd b natural 980ml Rs.100,980ml B-Natural  ,100.0
shower to shower 150+50g Rs.145,150+50g Shower to Shower,145.0
bb pinzo watch brand (14p) Rs.5,Rs.5 pinzo watch brand (14p) saram,70.0
vicco turmeric skincream 15g ,15g வீக்கோ டர்மரி skin cream,80.0
vicco turmeric skincream 30g ,30g வீக்கோ டர்மரி skin cream,140.0
rasna box Rs.6 (50p),Rs.6 OHO ரஸ்னா  (50p) box,300.0
dairymilk silk heart blush Rs.180,Rs.180 டைரிமில்க் சில்க் heart blush,180.0
dettol soap cool 125g Rs.67,125g  டெட்டல் சோப் கூலஂ,67.0
dettol soap og 125g Rs.67,125g  டெட்டல் சோப் org,67.0
dettol soap og 125g*3p Rs.180 ,125g*3p டெட்டல் சோப் ஒரிஜினல் ,180.0
chandrika soap 75g Rs.32,75g சந்திரிகா சோப்,32.0
chandrika soap 125g Rs.49,125g சந்திரிகா சோப்,49.0
vicks vaporub e.strong 25ml Rs.125,25ml விக்ஸ் வேபோரப் E.Strong ,125.0
vicks vaporub e.strong 10ml Rs.55,10ml விக்ஸ் வேபோரப் E.Strong,55.0
vicks mini rollon 2p Rs.130,Vicks Rollon 2p,130.0
gt gillete venus skin love Rs.150 ,Rs.150 Venus Skin Love ,150.0
cone box Rs.2,Rs.2 Cone Box,150.0
bun cake box Rs.2,Rs.2 Bun Cake Box,150.0
medimix ayurvedic 75g Rs.32,75g மெடிமிக்ஸ் ஆயுர்வேதிக் சோப்,32.0
medimix santol set 75g Rs.114,75g மெடிமிக்ஸ் சோப்பு சாண்டல் செட்,114.0
bb kolo masala puff Rs.5,Rs.5 kolo masala puff,5.0
close up paste 90g Rs.64,90g Close Up Paste ,64.0
close up paste 150g (1+) Rs.230,close up paste 150g (1+) Rs.230,230.0
close up paste 150g (1+1) Rs.240,150g (1+1) Close Up Paste Rs.240,240.0
ponds wb cream Rs.10,Rs.10 Ponds BB Cream,10.0
xll LIQ (F/L) mtr 1L Rs.250,Surf Xl Mtr Liq (F/L) 1L,250.0
xll LIQ (T/L) 1L Rs.220,1L சர்ப் எக்சல் (T/L) mtr ,225.0
boost rifil 500g Rs.255 ,500g Boost Pkt,255.0
oil idhyam 50ml nalannai,50ml இதயம் (ந.எ) pkt,24.0
bru tripti 200g Rs.220,200g புரூ tripti Rs.220,225.0
cinthol cool 100g Rs.50,100g சிந்தால் cool,50.0
cinthol black 100g,100g சிந்தால் black,50.0
cinthol original soap 75g Rs.41,75g Rs.41 சிந்தால் சோப் (og),41.0
cinthol block 100g Rs.48,cinthol block 100g Rs.48,48.0
cookes Rs.5 box,cookes Rs.5 box,300.0
EXO round box 500g Rs.60,500g EXO Round box,60.0
vivel lotus 100g Rs.33,100g Vivel Lotus,33.0
salt biscuit pkt Rs.20,சால்ட் பிஸ்கட் pkt,20.0
varikki nei pkt Rs.40,நெய் வரிக்கி pkt,40.0
salt biscuit jar Rs.5,Rs.5 சால்ட் பிஸ்கட் jar,200.0
bb tedhe medhe chatpata orange Rs.5,Rs.5 டெடி மிடி குர்குரே ஆரஞ்சு (12),5.0
cd paper boat 600ml Rs.40,600ml Paper Boat,40.0
cd kalimark rose milk,காளிமார்க் ரோஸ் மில்க் ,35.0
amulya powder 200g,200g அமுல்யா பால் பவுடர்,95.0
amulya powder rifill 500g,500g அமுல்யா பால் பவுடர் rifill,245.0
coffee kumbakonam degree 250g ,250g கும்பகோணம் டிகிரி காபி  pkt,275.0
chilli sauce gold 650gml bottle,650ml கோல்ட் சில்லி சாஸ்,55.0
tomato sauce gold 950ml,950ml டொமடோ சாஸ் பாட்டில்,70.0
mayonnaise foodrite 100g,100g மயோன்னைஸ்,45.0
nycil cool sandal 50g Rs.50,Rs.50 நைசில் கூல் ,50.0
mysore sandal 450g combo,450g மைசூர் சான்டால் சோப் combo,243.0
chikkan super masala 65 50gm,50g ஆச்சி சூப்பர் சிக்கன் 65 மசாலா ,20.0
vicks Roll on Rs.65,Rs.65 Vicks Roll On,65.0
whisper choice XL Rs.50,Rs.50 விஸ்பர் Choice Ultra XL 6P,50.0
arial liq FL 2.5ml Rs.612,2.5lt ஏரியல் liq FL,612.0
tide powder 1kg Rs.168,1kg டைடு பவுடர் ,168.0
him neem & termaric 75g Rs.35,75g ஹிமாலயா சோப் neem & termaric,35.0
him neem & termaric 75g Rs.38,75g ஹிமாலயா நீம் சோப்,38.0
him honey soap 125g Rs.64,125g ஹிமாலயா ஹனி சோப்,64.0
mouthwash listerine 80ml Rs.60,80ml Listerine Mouthwash ,60.0
mouthwash sensodynr 100ml Rs.130,100ml Sensodynr Mouthwash,130.0
dettol handwash 200ml Rs.99,200ml Dettol Handwash (W) free,99.0
dettol handwash 100ml Rs.30,100ml Dettol Handwash (org) ,30.0
nannari sarpath bottel Rs.110,Rs.110 நன்னாரி சர்பத் பாட்டல் ,110.0
wafer sticks jar Rs.60,Rs.60 wafer sticks jar ,60.0
price attai Rs.1,Rs.1 குளுக்கல்  அட்டை  ,500.0
bb pinzo pasta (14p) Rs.5,Rs.5 Pinzo Pasta (14p) saram,70.0
bb pinzo dargon (14p) Rs.5,Rs.5 Pinzo dargon (14p) saram,70.0
bb maxvita masala miracle (green) 14p ,Rs.5 Maxvita பச்சை சரம் (14p) ,70.0
bb maxvita cream&onion (green) 14p ,Rs.5 Maxvita பச்சை சரம் (14p) ,70.0
bb maxvita masala miracle (blue) 14p ,Rs.5 Maxvita நீலம் சரம் (14p) ,70.0
bb maxvita tomato ketch (red) 14p ,Rs.5 Maxvita சிவப்பு சரம் (14p) ,70.0
bb maxvita tomato tangl (red) 14p ,Rs.5 Maxvita குர்குரே சிவப்பு சரம் (14p) ,70.0
kalla mittai jar vct Rs.2 ,Rs.2 கள்ளமிட்டாய் VCT jar,200.0
popcorn Rs.5 saram (12p), Rs.5 பாப்கான் சரம் (12p),60.0
mysore pak jar Rs.5,Rs.5 Mysore Pak Jar ,300.0
bb popcorn Rs.5 saram (12p),Rs.5 பாப்கான் சரம் (12p),60.0
semiya true (pa) 900g,900g True சேமியா பாயாசம்,80.0
semiya true (pa) 400g,400g True சேமியா பாயாசம்,43.0
lifebuoy soap total 125g Rs.38,125g லைபாய் total சோப்,38.0
drain cleaner 50g Rs.25,50g பிதாம்பரி Drain Cleaner ,25.0
dermicool powder 150+50g Rs.145,150g+50g Dermicool Powder,145.0
cd ginger soda (1k),BRO ஜிஞ்சர் சோடா  (1k),300.0
cup cake britannia saram Rs.5,Rs.5 britannia கப் கேக் சரம் (14p),70.0
oil idhyam nalannai 200ML,200ml இதயம் (ந.எ) bottle,85.0
shining powder sakthi gold 50g,50g சக்தி சைனிங் பவுடர்,15.0
meera onion 180ml Rs.180,180ml மீரா ஷாம்பூ ஆனியன்,180.0
z talc powder icon blue 50g,50g Z டால்க் பவுடர் blue,65.0
z talc powder icon blue 100g,100g Z டால்க் பவுடர் blue,99.0
z talc powder classic red 50g,50g Z Talc Classic பவுடர் Red,75.0
z talc zest 50g Rs.125,50g Z Zest Talc ,125.0
z talc powder classic red 200g,200g Z Talc Classic பவுடர் Red,230.0
colgate brush saram offer Rs.20,Rs.20 கோல்கட் பிரஷ் சரம்,220.0
Eye ball jar Rs.5,Rs.5 Eye Ball jar,150.0
atm chips saram Rs.5,Rs.5 ATM Chips சரம் ,60.0
bb atm chips saram Rs.5,Rs.5 ATM Chips சரம் ,60.0
rose rollcake box Rs.5,Rs.5 Rose Cake Box ,60.0
Fruit candy Rs.1 jar,Rs.1 Fruit Candy  jar,250.0
ora chocozay box Rs.200,Rs.200 Ora Chocozay Box,200.0
water 300ml 30psவாட்டர் பாக்ஸ்,water 300ml 30psவாட்டர் பாக்ஸ்,240.0
lifebuoy soap Rs.38,Rs.38 லைபாய் சோப்,38.0
moong tal haldirams Rs.5 saram,Rs.5 மூங் டால் TOO YMMYசரம்,60.0
bb snac lite saram Rs.5,Rs.5 Snac Lite சரம் (12p),60.0
then mittai box rs.35,Rs.35 தேன் மிட்டாய் box,35.0
kinder joy Rs.50,Rs.50 கிண்டர் ஜாய்,50.0
oral b clove 3's pkt Rs.99,Rs.99 oral b clove 3's pkt ,99.0
oral b brush Bacteria fit 6's pkt Rs.135 ,Rs.135 ஓரல் பி B&F 6's pkt,135.0
oral b brush Neem 4's pkt Rs.120 ,Rs.120 oral b brush Neem 4's pkt ,120.0
train toy Rs.5,Rs.5 Train Toy box,200.0
choco beans miniez Rs.2 jar,Rs.2 Choco Beans Miniez Jar,200.0
lollipop iris Rs.5 jar,Rs.5 IRIS லாலிபாப்  jar,250.0
jelly Frypop Rs.5,LIGHT LOLLIPOP,150.0
theepam yennaie 500ml battel,500ml தீபம்எண்ணெய் battel,70.0
taaza gold tea shop 500g,1kg Taaza கோல்டு டீ (ஹோட்டல் ),285.0
naattu sakkara gulas 1kg pkt,Gulas நாட்டு சக்கர 1Kg pkt,105.0
dp pampers Rs.25 (m) 2s,Rs.25 பேம்பர்ஸ் (m) 2s,25.0
dabur red paste 100g Rs 72,100g டாபர்ரெட் பேஸ்ட்Rs.72,72.0
nippo battery AA Rs.10,nippo battery AA Rs.10,10.0
nippo battery AAA Rs.10,nippo battery AAA Rs.10,10.0
dp teddyy newborn 9s Rs.99,dp teddyy newborn 9s Rs.99,99.0
dp teddyy (s) 5ps Rs.52,dp teddyy (s) 5ps Rs.52,52.0
water 1.ltr 15ps box ,1.ltr வாட்டர் 15ps 1பாக்ஸ்,240.0
brown sheet small,"பிரவுன் ஷீட் சின்னது 16""",40.0
brown sheet big,"பிரவுன் ஷீட் பெருசு 22""",60.0
brown sheet pvc ,பிரவுன் ஷீட் PVC,60.0
kamar kattu small jar Rs.1,Rs.1 கமர்கட்டு  jar,60.0
tape roll premier Rs.7,Rs.7 Premier Tape Roll,7.0
cutting knife premeir Rs.10,Rs.10 Premeir Cutting Knife,10.0
water 1ltr biswind 15ps box,water 1ltr biswind 15ps box,300.0
lollipop Rs.2 pkt,Rs.2 லாலிபாப் pkt,150.0
vanaspathi dalda ruchi 1.ltr,1L ருச்சி டால்டா,123.0
oil sunrich SF bottle 1L,1லி சன்ரிச் SF bottle,137.0
mezhuvarthi Rs.6 pkt,Rs.6 மெழுகுவர்த்தி box,60.0
baby bottle cleaning brush Rs.60,Rs.60 baby bottle cleaning brush ,60.0
baby fruit nibbler Rs.219,Rs.219 baby fruit nibbler,219.0
ravai samba elite green 500g,500g பச்சை எலைட் bro ரவை,52.0
soya sauce chellam 700g Rs.70,700g செல்லம்  சோயா சாஸ் பாட்டில்,70.0
chilli sauce chellam bottle 700g Rs.70,700g செல்லம் சில்லி  சாஸ் பாட்டில்,70.0
sambar podi sakthi 20g Rs.12,20g சக்தி சாம்பார் பொடி,12.0
chikkan masala sakthi 20g Rs.12,20g சக்தி சிக்கன் மசாலா,12.0
avt gold cup riff 250g Rs.213,250g Avt Gold Cup Riff,213.0
Eclairs milk jar Rs.1,Rs.1 milk Eclairs jar ,200.0
Eclairs yawin Rs.100 pkt,Rs.100 haries  Eclairs  pkt,100.0
football jar Rs.1,Rs.1 Football Jar,100.0
storm max blead Rs.24,Rs.24 Storm Max Blead,24.0
note youva (L) 160p Rs.70 (ruled),Youva Note (L) 160p Rs.70 (Ruled),70.0
note youva (L) 160p Rs.70 (unruled),Youva Note (L) 160p Rs.70 (unRuled),70.0
note youva (L) 92p Rs.42 (ruled),Youva Note (L) 92p (Ruled),42.0
note youva (L) 92p Rs.42 (unruled),Youva Note (L) 92p (UnRuled),42.0
note youva 6(L) 316p Rs.155 (ruled),Youva Note (L) 312p (Ruled),155.0
note youva (L) 172p Rs.32 (ruled),Youva Note (L) 172p (Ruled),32.0
note youva (L) 172p Rs.32 (unruled),Youva Note (L) 172p (UnRuled),32.0
note youva (L) 316p Rs.155 (ruled),Youva Note (L) 312p (Ruled),155.0
bb too yumm saram Rs.5,Rs.5 Too yumm ! சரம் ,75.0
dabur amla hair oil 75ml Rs.20,45ml டாபர் அம்லா ஹேர் ஆயில் ,20.0
oil idhayam nallannai 200ml pkt , 200ml இதயம் (ந.எ) pkt ,85.0
nei SKC 5L tin,5L SKC நெய் டின்,3750.0
oil idhayam nallannai 50ml Rs.22,50ml இதயம் (ந.எ) ,23.0
xll powder easywash 1kg Rs.178,1kg சர்ப் எக்சல் EW பவுடர்,178.0
taaza gold (tea) 500g Rs.135,500g Taaza கோல்டு டீ,135.0
mayonnaise hellmanns 375g,375g Hellmann's மயோன்னைஸ்,100.0
soya dark sauce knorr pkt 200g Rs.60,200g knorr Dark சோயா சாஸ் pk,60.0
chilli sauce red knorr 200g Rs.60,200g Knorr ரெட் சில்லி சாஸ்,60.0
chilli sauce green krorr 200g Rs.60,200g Knorr green சில்லி சாஸ்,60.0
ujala 75ml  Rs.32,75ml உஜாலா,32.0
vathaL kulambu paste Rs.5,Rs.5 வத்தல் குழம்பு பேஸ்ட்,5.0
kannan vathal kulambu paste Rs.5,Rs.5 வத்தல் குழம்பு பேஸ்ட் saram ,55.0
pencil apsara box Rs.50,ரூ50 அப்சரா பென்சில் Box,50.0
pencil apsara box Rs.60,ரூ.58 அப்சரா பென்சில் platinum,58.0
yardley gold talc 100g Rs.135,100g யார்ட்லி பவுடர் கோல்ட் ,135.0
yardley gentleman talc 100g Rs.135,100g யார்ட்லி பவுடர் Gentleman ,135.0
yardley sandal talc 100g Rs.135,100g யார்ட்லி பவுடர் Sandalwood,135.0
yardley english lavender talc 100g Rs.135,100g யார்ட்லி பவுடர் Eng Lavender,135.0
yardley body spray 150ml Rs.225,150ml Yardley Body Spray ,225.0
parachute oil 25ml Rs.10,Rs.10 பாராசூட் jar,10.0
parachute oil 50ml Rs.20,38ml பாராசூட் jar,20.0
parachute bottle 175ml Rs.61,175ml பாராசூட் ஜார்,61.0
kashmiri chilli 20g Rs.20,20g ஆச்சி காஷ்மீரி சில்லி,20.0
parachute jasmine 90ml,90ml பாராசூட் ஜஸ்மின்,43.0
parachute jasmine 190ml,190ml பாராசூட் ஜஸ்மின்,89.0
note youva (s) 84p Rs.20 (4L),Youva Note (s) 84p (4-L),20.0
note youva (s) 76p Rs.20 (2-L),Youva Note (s) 84p (2-L),20.0
note youva (s) 84p Rs.20 (ruled),Youva Note (s) 84p (Ruld),20.0
swan eraser Rs.1 ,ரூ.1 SWAN ரப்பர் பாக்ஸ்,20.0
santoor soap 100g  Rs.37,100g சந்தூர் சோப்பு சந்தனம் ,37.0
jothi appalam poo 100g,100g அப்பளப்பூ ஜோதி ,35.0
oil idhayam nallennai 500ml Rs.211,500ml இதயம் (ந.எ) bottle,211.0
oil idhayam nallannai 30ml,30ml இதயம் (ந.எ) pkt,15.0
note youva (s) 172p Rs.32 (ruled),Youva Note (s) 172p (Ruled),30.0
cup cake jar Rs.5,Rs.5 Cup Cake jar,200.0
Fruit candies jar Rs.1,Rs.1 Nyra Fruit Candies Assorted Jar,200.0
biscuit nuts box Rs.5,Rs.5 Nuts Biscuits box,60.0
orange mittai mini jar Rs.20,Rs.20 ஆரஞ்சு மிட்டாய் mini jar,20.0
Eye ball jar Rs.2,Rs.2 Eye Ball jar,300.0
complan 200g choco jar Rs.149,200g காம்ப்ளான் jar,146.0
Flex kwik 20g Rs.60,20g ஃப்ளெக்ஸ் க்விக்,60.0
navarathina oil 45ml Rs.45,45ml நவரத்தின Oil,47.0
navratna oil 90ml,90ml நவரத்தின oil,85.0
note youva L-stellar 160p Rs.75 (ruled),Youva Note L-Stellar 160p (Ruled),75.0
domex floor cleaner 500ml Rs.114,500ml டோமெக்ஸ் Floor Clear ,114.0
Fair & lovely face wash 50g  Rs.30,50g Glow & lovely Face Wash,79.0
Fair & lovely face wash 50g  Rs.79,50g Glow & lovely Face Wash,79.0
hamam soap turmeric 100g Rs.45,100g ஹமாம் சோப் மஞ்சள் ,45.0
hamam 100g+pep free,100g ஹமாம் சோப் free pep,41.0
ponds  wb crm 15g Rs.55,15g பாண்ட்ஸ் Bright Beauty,55.0
pears alov vera 100g Rs.50 ,100g பியர்ஸ் Alovvera,50.0
pears pomegranate 100g Rs.50 ,100g பியர்ஸ் மாதுளை  ,50.0
Rin powder 1kg Rs.122,1kg ரின் பவுடர் Rs.122,122.0
pepsodent gc 100g Rs.69,100g Pepsodent,69.0
pepsodent whitening 100g Rs.62,100g pepsodent whitening paste,62.0
meera shampoo(a&d) 180ml Rs.205,meera shampoo(a&d) 180ml Rs.205,205.0
spinz bb (face talc) 35g,35G Spinz bb Face talc,65.0
denver (G) 165ml Rs.230,165ml டென்வர் டியோ (G) ,230.0
denver TALC (G) 100G Rs.99,100G டென்வர் Talc (G),99.0
cd kalimark golisoda 250ml,250ml கோலி சோடா காளிமார்க் ,35.0
paani poori kit 155g Rs.49,155g ஆச்சி  பாணி பூரி கிட்,49.0
candyman choco eclairs Rs.50,Rs.50 Candyman Choco Eclairs pkt,50.0
candyman choco couble 350g Rs.100,350g Candyman Choco Double Eclairs,100.0
pen asmi fountain Rs.40,Asmi Fountain Pen Rs.40,40.0
him baby shampoo 100ml Rs.110,100ml ஹிமாலயா பேபி சாம்பு,110.0
him baby shampoo 200ml Rs.205,200ml ஹிமாலயா பேபி சாம்பு,220.0
him baby gentle soap 75g Rs.65,75g ஹிமாலயா பேபி பாதாம் சோப் ,65.0
him baby gentle soap 125g Rs.95,125g ஹிமாலயா பேபி பாதாம் சோப் ,95.0
nayagi pickle (1+1) 200g Rs.85,200g நாயகி ஊறுகாய் (1+1),85.0
manjal thool nayagi 50g,50g நாயகி மஞ்சள்தூள் ,18.0
manjal thool nayagi 100g,100g நாயகி மஞ்சள்தூள் ,25.0
Mr.gold gingelly oil 100ml jar,100ml Mr.கோல்டு நா.எண்ணெய் jar,50.0
kallamavu leader 200g pkt ,200g leader கள்ளமாவு ,26.0
knife pen saram rs.3,Rs.3 Pen Knife சரம்,30.0
vatika 75ml Rs.40,75ml Vatika Hair Oil,40.0
anil samba ravai 500g rs.88,500g அணில் சம்பா ரவை,86.0
sunrice jar 50g rs.150,50g சன் ரைஸ்,150.0
vicco tooth powder 50g Rs.70,50g விக்கோ tooth powders,70.0
Rin liquid F/L 850ml Rs.165,850ml ரின் Liquid F/L,165.0
revive liquid stiffener 95ml,95ml Revive Liquid Stiffener,38.0
revive liquid stiffener 200ml,200g Revive Liquid Stiffener,81.0
sensodyne fresh gel 40g Rs.90,40g Sensodyne fresh gel ,90.0
sensodyne fresh mint 40g Rs.90,40g Sensodyne fresh mint ,90.0
sensodyne deep clean 40g Rs.90,4og Sensodyne Deep Clean,90.0
sensodyne rap relief 40g Rs.110,40g Sensodyne Rap Relief,110.0
sensodyne freshgel 75g Rs.135,75g Sensodyne Freshgel,135.0
sensodyne freshmint 75g Rs.135,75g Sensodyne Freshmint,135.0
sensodyne fresh mint 150g Rs.240,150g Sensodyne Fresh Mint (w) free,252.0
sen brush (2+1) Rs.130,RS.130 Sen Brush (2+1) ,140.0
sen brush Rs.35,Sensodayne RS.35 பிரஷ் சரம்,35.0
sen brush Rs.65,Rs.65 Sensodyne Brush,65.0
sen rap relif 80g Rs.200,80g sensodyne (rap relif),200.0
sen repair & pro 70g Rs.215,70g Sensodyne Repair & Pro ,215.0
medimix clacic 125g Rs.50,125g மெடிமிக்ஸ் கிளாசிக்,50.0
Eyecap jar Rs.95,Rs.99 கண் மருந்து டியுப் ஜார்,99.0
avt gold cup 250g jar.RS.230,250g AVT gold cup jar,230.0
pen atta Rs.6,Rs.6 பேனா அட்டை,300.0
Mr.gold coconut oil 1L pkt,1L Mr.கோல்டு தே.எண்ணெய் pkt,295.0
nei avt Rs.10,Rs.10 AVT நெய்,10.0
horlicks lite jar 450g Rs.349,450g lite ஹார்லிக்ஸ் Jar,310.0
horlicks junior jar 500g Rs.330,500g Horlicks Junior Jar,345.0
tomato ketchup kissan 415g rs.50,415g Kissan டொமாடோ கெட்ச்அப் ,50.0
horlicks junior jar 400g Rs.330,400g Horlicks Junior Jar,330.0
pepsodent 2*150g Rs.186,150g * 2 Pepsodent,186.0
lion dates Qyno 250g (1+1) Rs.99,250g லயன் டேட்ஸ் Qyno (1+1),94.0
mattan masala Rs.12,Rs.12 ஆச்சி மட்டன் மசாலா,12.0
oil jvs kadala 1ltr,1L JVS கடலை எண்ணெய்,255.0
pen red pkt rs.6,Rs.6 ballpen pkt,30.0
pen black pkt rs.6,Rs.6 Black Pen Pkt,30.0
yippee noodles Rs.84,Rs.84 Yippee Noodles,84.0
maggi masala rs.5,Rs.5 Maggi மசாலா,5.0
cinthol original soap 150g Rs.78,150g  சிந்தால் (og),78.0
moove cream 20g Rs.110,20g  மூவ் கிரிம்,110.0
Eno Regular box rs.10,Rs.10 Eno Regular box,300.0
Eno orange box rs.10,Rs.10 Eno Orange box,10.0
Eno lemon box rs.10,Rs.10 Eno Lemon box,600.0
sofy anti bacteria xl (7p) rs.70,Sofy Anti Bacteria xl (7p),70.0
kannan (citirs pickle) Rs.5 saram,க.நர்தை ஊறுகாய் ரூ.5 சரம்,55.0
dettol soap cool 40g rs.40,100g டெட்டல் சோப் கூலஂ,40.0
dettol soap cool 150g Rs.67,150g  டெட்டல் சோப் கூலஂ,67.0
dettol soap cool set 75g rs.165,75g டெட்டல் சோப் கூலஂ செட் ,165.0
dettol soap og 100g Rs.40,100g டெட்டல் சோப் org,40.0
dettol soap og 100g Rs.67,100g டெட்டல் சோப் ஒரிஜினல்,67.0
dettol soap og set 75g rs.165,75g டெட்டல் சோப் ஒரிஜினல் செட்,165.0
Aachi payasam mix 180g (1+1) rs.175,1+1 ஆச்சி பாயசம் 180g,129.0
dettol soap cool 100g rs.40,100g டெட்டல் சோப் கூலஂ,40.0
dettol soap og 150g Rs.67,150g  டெட்டல் சோப் org,67.0
kundu ulutham idham 500g,500g இதயம் குண்டு உளுந்து,96.0
vathi bansuri Rs.60,Rs.60 பான்சுரி  சைக்கிள் வத்தி,60.0
vicks pkt Rs.2,Rs.2 விக்ஸ் pkt,140.0
more light washing powder 4kg Rs.499,4kg மோர் லைட் பவுடர்,499.0
chandrika soap 125g*3 Rs.150,125g*3 சந்திரிகா சோப்பு ,150.0
